"REF_DATE","GEO","DGUID","Fuel type","Supply and demand characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Canada","2016A000011124","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272911","1.7.43","36452","","","","0"
"2016","Canada","2016A000011124","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272911","1.7.43","34476","","","","0"
"2017","Canada","2016A000011124","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272911","1.7.43","35225","","","","0"
"2018","Canada","2016A000011124","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272911","1.7.43","36984","","","","0"
"2019","Canada","2016A000011124","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272911","1.7.43","37972","","","","0"
"2020","Canada","2016A000011124","Primary electricity, hydro and nuclear","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272911","1.7.43","38005","","","","0"
"2015","Canada","2016A000011124","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54272912","1.7.44","613401","","","","0"
"2016","Canada","2016A000011124","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54272912","1.7.44","598168","","","","0"
"2017","Canada","2016A000011124","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54272912","1.7.44","604312","","","","0"
"2018","Canada","2016A000011124","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54272912","1.7.44","620989","","","","0"
"2019","Canada","2016A000011124","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54272912","1.7.44","625060","","","","0"
"2020","Canada","2016A000011124","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54272912","1.7.44","635650","","","","0"
"2015","Canada","2016A000011124","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54272913","1.7.45","48014","","","","0"
"2016","Canada","2016A000011124","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54272913","1.7.45","48436","","","","0"
"2017","Canada","2016A000011124","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54272913","1.7.45","47383","","","","0"
"2018","Canada","2016A000011124","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54272913","1.7.45","49811","","","","0"
"2019","Canada","2016A000011124","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54272913","1.7.45","49253","","","","0"
"2020","Canada","2016A000011124","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54272913","1.7.45","48004","","","","0"
"2015","Canada","2016A000011124","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54272914","1.7.46","443853","","","","0"
"2016","Canada","2016A000011124","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54272914","1.7.46","443150","","","","0"
"2017","Canada","2016A000011124","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54272914","1.7.46","478459","","","","0"
"2018","Canada","2016A000011124","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54272914","1.7.46","486904","","","","0"
"2019","Canada","2016A000011124","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54272914","1.7.46","495558","","","","0"
"2020","Canada","2016A000011124","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54272914","1.7.46","472646","","","","0"
"2015","Canada","2016A000011124","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v62306414","1.7.47","92053","","","","0"
"2016","Canada","2016A000011124","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v62306414","1.7.47","32569","","","","0"
"2017","Canada","2016A000011124","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v62306414","1.7.47","54772","","","","0"
"2018","Canada","2016A000011124","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v62306414","1.7.47","43705","","","","0"
"2019","Canada","2016A000011124","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v62306414","1.7.47","11125","","","","0"
"2020","Canada","2016A000011124","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v62306414","1.7.47","15761","","","","0"
"2015","Canada","2016A000011124","Steam","Energy use, final demand","Terajoules","283","units","0","v54272918","1.8.18","26828","","","","0"
"2016","Canada","2016A000011124","Steam","Energy use, final demand","Terajoules","283","units","0","v54272918","1.8.18","25351","","","","0"
"2017","Canada","2016A000011124","Steam","Energy use, final demand","Terajoules","283","units","0","v54272918","1.8.18","27505","","","","0"
"2018","Canada","2016A000011124","Steam","Energy use, final demand","Terajoules","283","units","0","v54272918","1.8.18","27679","","","","0"
"2019","Canada","2016A000011124","Steam","Energy use, final demand","Terajoules","283","units","0","v54272918","1.8.18","26721","","","","0"
"2020","Canada","2016A000011124","Steam","Energy use, final demand","Terajoules","283","units","0","v54272918","1.8.18","24587","","","","0"
"2015","Canada","2016A000011124","Steam","Total industrial","Terajoules","283","units","0","v54272923","1.8.31","24566","","","","0"
"2016","Canada","2016A000011124","Steam","Total industrial","Terajoules","283","units","0","v54272923","1.8.31","23395","","","","0"
"2017","Canada","2016A000011124","Steam","Total industrial","Terajoules","283","units","0","v54272923","1.8.31","26060","","","","0"
"2018","Canada","2016A000011124","Steam","Total industrial","Terajoules","283","units","0","v54272923","1.8.31","26375","","","","0"
"2019","Canada","2016A000011124","Steam","Total industrial","Terajoules","283","units","0","v54272923","1.8.31","26430","","","","0"
"2020","Canada","2016A000011124","Steam","Total industrial","Terajoules","283","units","0","v54272923","1.8.31","24162","","","","0"
"2015","Canada","2016A000011124","Steam","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272924","1.8.43","3","","","","0"
"2016","Canada","2016A000011124","Steam","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272924","1.8.43","","x","","","0"
"2017","Canada","2016A000011124","Steam","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272924","1.8.43","1","","","","0"
"2018","Canada","2016A000011124","Steam","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272924","1.8.43","0","","","","0"
"2019","Canada","2016A000011124","Steam","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272924","1.8.43","0","","","","0"
"2020","Canada","2016A000011124","Steam","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54272924","1.8.43","0","","","","0"
"2015","Canada","2016A000011124","Steam","Residential","Terajoules","283","units","0","v54272925","1.8.44","0","","","","0"
"2016","Canada","2016A000011124","Steam","Residential","Terajoules","283","units","0","v54272925","1.8.44","0","","","","0"
"2017","Canada","2016A000011124","Steam","Residential","Terajoules","283","units","0","v54272925","1.8.44","0","","","","0"
"2018","Canada","2016A000011124","Steam","Residential","Terajoules","283","units","0","v54272925","1.8.44","0","","","","0"
"2019","Canada","2016A000011124","Steam","Residential","Terajoules","283","units","0","v54272925","1.8.44","0","","","","0"
"2020","Canada","2016A000011124","Steam","Residential","Terajoules","283","units","0","v54272925","1.8.44","0","","","","0"
"2015","Canada","2016A000011124","Steam","Public administration","Terajoules","283","units","0","v54272926","1.8.45","0","","","","0"
"2016","Canada","2016A000011124","Steam","Public administration","Terajoules","283","units","0","v54272926","1.8.45","0","","","","0"
"2017","Canada","2016A000011124","Steam","Public administration","Terajoules","283","units","0","v54272926","1.8.45","0","","","","0"
"2018","Canada","2016A000011124","Steam","Public administration","Terajoules","283","units","0","v54272926","1.8.45","0","","","","0"
"2019","Canada","2016A000011124","Steam","Public administration","Terajoules","283","units","0","v54272926","1.8.45","0","","","","0"
"2020","Canada","2016A000011124","Steam","Public administration","Terajoules","283","units","0","v54272926","1.8.45","0","","","","0"
"2015","Canada","2016A000011124","Steam","Commercial and other institutional","Terajoules","283","units","0","v54272927","1.8.46","2260","","","","0"
"2016","Canada","2016A000011124","Steam","Commercial and other institutional","Terajoules","283","units","0","v54272927","1.8.46","1954","","","","0"
"2017","Canada","2016A000011124","Steam","Commercial and other institutional","Terajoules","283","units","0","v54272927","1.8.46","1444","","","","0"
"2018","Canada","2016A000011124","Steam","Commercial and other institutional","Terajoules","283","units","0","v54272927","1.8.46","1304","","","","0"
"2019","Canada","2016A000011124","Steam","Commercial and other institutional","Terajoules","283","units","0","v54272927","1.8.46","292","","","","0"
"2020","Canada","2016A000011124","Steam","Commercial and other institutional","Terajoules","283","units","0","v54272927","1.8.46","425","","","","0"
"2015","Canada","2016A000011124","Steam","Statistical difference","Terajoules","283","units","0","v54272928","1.8.47","-871","","","","0"
"2016","Canada","2016A000011124","Steam","Statistical difference","Terajoules","283","units","0","v54272928","1.8.47","0","","","","0"
"2017","Canada","2016A000011124","Steam","Statistical difference","Terajoules","283","units","0","v54272928","1.8.47","0","","","","0"
"2018","Canada","2016A000011124","Steam","Statistical difference","Terajoules","283","units","0","v54272928","1.8.47","15","","","","0"
"2019","Canada","2016A000011124","Steam","Statistical difference","Terajoules","283","units","0","v54272928","1.8.47","0","","","","0"
"2020","Canada","2016A000011124","Steam","Statistical difference","Terajoules","283","units","0","v54272928","1.8.47","0","","","","0"
"2015","Canada","2016A000011124","Coke","Energy use, final demand","Terajoules","283","units","0","v54272360","1.10.18","73871","","","","0"
"2016","Canada","2016A000011124","Coke","Energy use, final demand","Terajoules","283","units","0","v54272360","1.10.18","81829","","","","0"
"2017","Canada","2016A000011124","Coke","Energy use, final demand","Terajoules","283","units","0","v54272360","1.10.18","83205","","","","0"
"2018","Canada","2016A000011124","Coke","Energy use, final demand","Terajoules","283","units","0","v54272360","1.10.18","90661","","","","0"
"2019","Canada","2016A000011124","Coke","Energy use, final demand","Terajoules","283","units","0","v54272360","1.10.18","83061","","","","0"
"2020","Canada","2016A000011124","Coke","Energy use, final demand","Terajoules","283","units","0","v54272360","1.10.18","69005","","","","0"
"2015","Canada","2016A000011124","Coke","Total industrial","Terajoules","283","units","0","v54272369","1.10.31","73871","","","","0"
"2016","Canada","2016A000011124","Coke","Total industrial","Terajoules","283","units","0","v54272369","1.10.31","81829","","","","0"
"2017","Canada","2016A000011124","Coke","Total industrial","Terajoules","283","units","0","v54272369","1.10.31","","x","","","0"
"2018","Canada","2016A000011124","Coke","Total industrial","Terajoules","283","units","0","v54272369","1.10.31","90661","","","","0"
"2019","Canada","2016A000011124","Coke","Total industrial","Terajoules","283","units","0","v54272369","1.10.31","83061","","","","0"
"2020","Canada","2016A000011124","Coke","Total industrial","Terajoules","283","units","0","v54272369","1.10.31","69005","","","","0"
"2015","Canada","2016A000011124","Coke","Statistical difference","Terajoules","283","units","0","v1296867191","1.10.47","","x","","","0"
"2016","Canada","2016A000011124","Coke","Statistical difference","Terajoules","283","units","0","v1296867191","1.10.47","","x","","","0"
"2017","Canada","2016A000011124","Coke","Statistical difference","Terajoules","283","units","0","v1296867191","1.10.47","","x","","","0"
